id, state, name
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
49152,open,unknown
49153,open,unknown
49156,open,unknown
49160,open,unknown
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
554,open,rtsp
902,open,iss-realsecure
912,open,apex-mesh
2869,open,icslap
5357,open,wsdapi
10243,open,unknown
80,open,http
1801,open,msmq
2103,open,zephyr-clt
2105,open,eklogin
2107,open,msmq-mgmt
6646,open,unknown
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
6000,open,X11
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
50300,filtered,unknown
50389,filtered,unknown
50500,filtered,unknown
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
22,open,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
843,open,unknown
1025,open,NFS-or-IIS
1026,open,LSA-or-nterm
1027,open,IIS
1028,open,unknown
1131,open,caspssl
5678,open,rrac
16000,open,fmsas
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
1080,open,socks
4662,open,edonkey
21,open,ftp
443,open,https
992,open,telnets
1080,open,socks
3389,open,ms-wbt-server
3404,open,unknown
5555,open,freeciv
22,open,ssh
23,filtered,telnet
161,filtered,snmp
5900,open,vnc
9091,open,xmltec-xmlmail
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
5357,open,wsdapi
49152,open,unknown
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
5357,open,wsdapi
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
3389,open,ms-wbt-server
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
49152,open,unknown
49153,open,unknown
49154,open,unknown
49157,open,unknown
23,filtered,telnet
135,open,msrpc
161,filtered,snmp
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
80,open,http
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
554,open,rtsp
2869,open,icslap
10243,open,unknown
49152,open,unknown
49153,open,unknown
49154,open,unknown
23,filtered,telnet
88,open,kerberos-sec
161,filtered,snmp
445,open,microsoft-ds
548,open,afp
10000,open,snet-sensor-mgmt
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
5357,open,wsdapi
49152,open,unknown
49153,open,unknown
49154,open,unknown
49159,open,unknown
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
49152,open,unknown
49153,open,unknown
49157,open,unknown
80,open,http
1801,open,msmq
2103,open,zephyr-clt
2105,open,eklogin
2107,open,msmq-mgmt
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
5357,open,wsdapi
49152,open,unknown
49153,open,unknown
49158,open,unknown
23,filtered,telnet
135,open,msrpc
139,open,netbios-ssn
161,filtered,snmp
445,open,microsoft-ds
15000,open,hydap
49152,open,unknown
49153,open,unknown
49158,open,unknown
20,filtered,ftp-data
21,filtered,ftp
22,filtered,ssh
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
21,open,ftp
22,open,ssh
23,filtered,telnet
80,open,http
139,open,netbios-ssn
161,filtered,snmp
443,open,https
445,open,microsoft-ds
548,open,afp
1723,open,pptp
3261,open,winshadow
5000,open,upnp
5001,open,commplex-link
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
53,open,domain
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
80,open,http
161,filtered,snmp
1900,open,upnp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
23,filtered,telnet
161,filtered,snmp
631,open,ipp
10000,open,snet-sensor-mgmt
23,filtered,telnet
161,filtered,snmp
1,open,tcpmux
3,open,compressnet
4,open,unknown
6,open,unknown
7,open,echo
9,open,discard
13,open,daytime
17,open,qotd
19,open,chargen
20,open,ftp-data
21,open,ftp
22,open,ssh
23,filtered,telnet
24,open,priv-mail
25,open,smtp
26,open,rsftp
30,open,unknown
32,open,unknown
33,open,dsp
37,open,time
42,open,nameserver
43,open,whois
49,open,tacacs
53,open,domain
70,open,gopher
79,open,finger
80,open,http
81,open,hosts2-ns
82,open,xfer
83,open,mit-ml-dev
84,open,ctf
85,open,mit-ml-dev
88,open,kerberos-sec
89,open,su-mit-tg
90,open,dnsix
99,open,metagram
100,open,newacct
106,open,pop3pw
109,open,pop2
110,open,pop3
111,open,rpcbind
113,open,ident
119,open,nntp
125,open,locus-map
135,open,msrpc
139,open,netbios-ssn
143,open,imap
144,open,news
146,open,iso-tp0
161,filtered,snmp
163,open,cmip-man
179,open,bgp
199,open,smux
211,open,914c-g
212,open,anet
222,open,rsh-spx
254,open,unknown
255,open,unknown
256,open,fw1-secureremote
259,open,esro-gen
264,open,bgmp
280,open,http-mgmt
301,open,unknown
306,open,unknown
311,open,asip-webadmin
340,open,unknown
366,open,odmr
389,open,ldap
406,open,imsp
407,open,timbuktu
416,open,silverplatter
417,open,onmux
425,open,icad-el
427,open,svrloc
443,open,https
444,open,snpp
445,open,microsoft-ds
458,open,appleqtc
464,open,kpasswd5
465,open,smtps
481,open,dvs
497,open,retrospect
500,open,isakmp
512,open,exec
513,open,login
514,open,shell
515,open,printer
524,open,ncp
541,open,uucp-rlogin
543,open,klogin
544,open,kshell
545,open,ekshell
548,open,afp
554,open,rtsp
555,open,dsf
563,open,snews
587,open,submission
593,open,http-rpc-epmap
616,open,sco-sysmgr
617,open,sco-dtmgr
625,open,apple-xsrvr-admin
631,open,ipp
636,open,ldapssl
646,open,ldp
648,open,rrp
666,open,doom
667,open,disclose
668,open,mecomm
683,open,corba-iiop
687,open,asipregistry
691,open,resvc
700,open,epp
705,open,agentx
711,open,cisco-tdp
714,open,iris-xpcs
720,open,unknown
722,open,unknown
726,open,unknown
749,open,kerberos-adm
765,open,webster
777,open,multiling-http
783,open,spamassassin
787,open,qsc
800,open,mdbs_daemon
801,open,device
808,open,ccproxy-http
843,open,unknown
873,open,rsync
880,open,unknown
888,open,accessbuilder
898,open,sun-manageconsole
900,open,omginitialrefs
901,open,samba-swat
902,open,iss-realsecure
903,open,iss-console-mgr
911,open,xact-backup
912,open,apex-mesh
981,open,unknown
987,open,unknown
990,open,ftps
992,open,telnets
993,open,imaps
995,open,pop3s
999,open,garcon
1000,open,cadlock
1001,open,webpush
1002,open,windows-icfw
1007,open,unknown
1009,open,unknown
1010,open,surf
1011,open,unknown
1021,open,exp1
1022,open,exp2
1023,open,netvenuechat
1024,open,kdm
1025,open,NFS-or-IIS
1026,open,LSA-or-nterm
1027,open,IIS
1028,open,unknown
1029,open,ms-lsa
1030,open,iad1
1031,open,iad2
1032,open,iad3
1033,open,netinfo
1034,open,zincite-a
1035,open,multidropper
1036,open,nsstp
1037,open,ams
1038,open,mtqp
1039,open,sbl
1040,open,netsaint
1041,open,danf-ak2
1042,open,afrog
1043,open,boinc
1044,open,dcutility
1045,open,fpitp
1046,open,wfremotertm
1047,open,neod1
1048,open,neod2
1049,open,td-postman
1050,open,java-or-OTGfileshare
1051,open,optima-vnet
1052,open,ddt
1053,open,remote-as
1054,open,brvread
1055,open,ansyslmd
1056,open,vfo
1057,open,startron
1058,open,nim
1059,open,nimreg
1060,open,polestar
1061,open,kiosk
1062,open,veracity
1063,open,kyoceranetdev
1064,open,jstel
1065,open,syscomlan
1066,open,fpo-fns
1067,open,instl_boots
1068,open,instl_bootc
1069,open,cognex-insight
1070,open,gmrupdateserv
1071,open,bsquare-voip
1072,open,cardax
1073,open,bridgecontrol
1074,open,warmspotMgmt
1075,open,rdrmshc
1076,open,sns_credit
1077,open,imgames
1078,open,avocent-proxy
1079,open,asprovatalk
1080,open,socks
1081,open,pvuniwien
1082,open,amt-esd-prot
1083,open,ansoft-lm-1
1084,open,ansoft-lm-2
1085,open,webobjects
1086,open,cplscrambler-lg
1087,open,cplscrambler-in
1088,open,cplscrambler-al
1089,open,ff-annunc
1090,open,ff-fms
1091,open,ff-sm
1092,open,obrpd
1093,open,proofd
1094,open,rootd
1095,open,nicelink
1096,open,cnrprotocol
1097,open,sunclustermgr
1098,open,rmiactivation
1099,open,rmiregistry
1100,open,mctp
1102,open,adobeserver-1
1104,open,xrl
1105,open,ftranhc
1106,open,isoipsigport-1
1107,open,isoipsigport-2
1108,open,ratio-adp
1110,open,nfsd-status
1111,open,lmsocialserver
1112,open,msql
1113,open,ltp-deepspace
1114,open,mini-sql
1117,open,ardus-mtrns
1119,open,bnetgame
1121,open,rmpp
1122,open,availant-mgr
1123,open,murray
1124,open,hpvmmcontrol
1126,open,hpvmmdata
1130,open,casp
1131,open,caspssl
1132,open,kvm-via-ip
1137,open,trim
1138,open,encrypted_admin
1141,open,mxomss
1145,open,x9-icue
1147,open,capioverlan
1148,open,elfiq-repl
1149,open,bvtsonar
1151,open,unizensus
1152,open,winpoplanmess
1154,open,resacommunity
1163,open,sddp
1164,open,qsm-proxy
1165,open,qsm-gui
1166,open,qsm-remote
1169,open,tripwire
1174,open,fnet-remote-ui
1175,open,dossier
1183,open,llsurfup-http
1185,open,catchpole
1186,open,mysql-cluster
1187,open,alias
1192,open,caids-sensor
1198,open,cajo-discovery
1199,open,dmidi
1201,open,nucleus-sand
1213,open,mpc-lifenet
1216,open,etebac5
1217,open,hpss-ndapi
1218,open,aeroflight-ads
1233,open,univ-appserver
1234,closed,hotline
1236,open,bvcontrol
1244,open,isbconference1
1247,open,visionpyramid
1248,open,hermes
1259,open,opennl-voice
1271,open,excw
1272,open,cspmlockmgr
1277,open,miva-mqs
1287,open,routematch
1296,open,dproxy
1300,open,h323hostcallsc
1301,open,ci3-software-1
1309,open,jtag-server
1310,open,husky
1311,open,rxmon
1322,open,novation
1328,open,ewall
1334,open,writesrv
1352,open,lotusnotes
1417,open,timbuktu-srv1
1433,open,ms-sql-s
1434,open,ms-sql-m
1443,open,ies-lm
1455,open,esl-lm
1461,open,ibm_wrless_lan
1494,open,citrix-ica
1500,open,vlsi-lm
1501,open,sas-3
1503,open,imtc-mcs
1521,open,oracle
1524,open,ingreslock
1533,open,virtual-places
1556,open,veritas_pbx
1580,open,tn-tl-r1
1583,open,simbaexpress
1594,open,sixtrak
1600,open,issd
1641,open,invision
1658,open,sixnetudr
1666,open,netview-aix-6
1687,open,nsjtp-ctrl
1688,open,nsjtp-data
1700,open,mps-raft
1717,open,fj-hdnet
1718,open,h323gatedisc
1719,open,h323gatestat
1720,open,h323q931
1721,open,caicci
1723,open,pptp
1755,open,wms
1761,open,landesk-rc
1782,open,hp-hcip
1783,open,unknown
1801,open,msmq
1805,open,enl-name
1812,open,radius
1839,open,netopia-vo1
1840,open,netopia-vo2
1862,open,mysql-cm-agent
1863,open,msnp
1864,open,paradym-31
1875,open,westell-stats
1900,open,upnp
1914,open,elm-momentum
1935,open,rtmp
1947,open,sentinelsrm
1971,open,netop-school
1972,open,intersys-cache
1974,open,drp
1984,open,bigbrother
1998,open,x25-svc-port
1999,open,tcp-id-port
2000,open,cisco-sccp
2001,open,dc
2002,open,globe
2003,open,finger
2004,open,mailbox
2005,open,deslogin
2006,open,invokator
2007,open,dectalk
2008,open,conf
2009,open,news
2010,open,search
2013,open,raid-am
2020,open,xinupageserver
2021,open,servexec
2022,open,down
2030,open,device2
2033,open,glogger
2034,open,scoremgr
2035,open,imsldoc
2038,open,objectmanager
2040,open,lam
2041,open,interbase
2042,open,isis
2043,open,isis-bcast
2045,open,cdfunc
2046,open,sdfunc
2047,open,dls
2048,open,dls-monitor
2049,open,nfs
2065,open,dlsrpn
2068,open,avocentkvm
2099,open,h2250-annex-g
2100,open,amiganetfs
2103,open,zephyr-clt
2105,open,eklogin
2106,open,ekshell
2107,open,msmq-mgmt
2111,open,kx
2119,open,gsigatekeeper
2121,open,ccproxy-ftp
2126,open,pktcable-cops
2135,open,gris
2144,open,lv-ffx
2160,open,apc-2160
2161,open,apc-agent
2170,open,eyetv
2179,open,vmrdp
2190,open,tivoconnect
2191,open,tvbus
2196,open,unknown
2200,open,ici
2222,open,EtherNetIP-1
2251,open,dif-port
2260,open,apc-2260
2288,open,netml
2301,open,compaqdiag
2323,open,3d-nfsd
2366,open,qip-login
2381,open,compaq-https
2382,open,ms-olap3
2383,open,ms-olap4
2393,open,ms-olap1
2394,open,ms-olap2
2399,open,fmpro-fdal
2401,open,cvspserver
2492,open,groove
2500,open,rtsserv
2522,open,windb
2525,open,ms-v-worlds
2557,open,nicetec-mgmt
2601,open,zebra
2602,open,ripd
2604,open,ospfd
2605,open,bgpd
2607,open,connection
2608,open,wag-service
2638,open,sybase
2701,open,sms-rcinfo
2702,open,sms-xfer
2710,open,sso-service
2717,open,pn-requester
2718,open,pn-requester2
2725,open,msolap-ptp2
2800,open,acc-raid
2809,open,corbaloc
2811,open,gsiftp
2869,open,icslap
2875,open,dxmessagebase2
2909,open,funk-dialout
2910,open,tdaccess
2920,open,roboeda
2967,open,symantec-av
2968,open,enpp
2998,open,iss-realsec
3000,open,ppp
3001,open,nessus
3003,open,cgms
3005,open,deslogin
3006,open,deslogind
3007,open,lotusmtap
3011,open,trusted-web
3013,open,gilatskysurfer
3017,open,event_listener
3030,open,arepa-cas
3031,open,eppc
3052,open,powerchute
3071,open,csd-mgmt-port
3077,open,orbix-loc-ssl
3128,open,squid-http
3168,open,poweronnud
3211,open,avsecuremgmt
3221,open,xnm-clear-text
3260,open,iscsi
3261,open,winshadow
3268,open,globalcatLDAP
3269,open,globalcatLDAPssl
3283,open,netassistant
3300,open,ceph
3301,open,unknown
3306,open,mysql
3322,open,active-net
3323,open,active-net
3324,open,active-net
3325,open,active-net
3333,open,dec-notes
3351,open,btrieve
3367,open,satvid-datalnk
3369,open,satvid-datalnk
3370,open,satvid-datalnk
3371,open,satvid-datalnk
3372,open,msdtc
3389,open,ms-wbt-server
3390,open,dsc
3404,open,unknown
3476,open,nppmp
3493,open,nut
3517,open,802-11-iapp
3527,open,beserver-msg-q
3546,open,unknown
3551,open,apcupsd
3580,open,nati-svrloc
3659,open,apple-sasl
3689,open,rendezvous
3690,open,svn
3703,open,adobeserver-3
3737,open,xpanel
3766,open,sitewatch-s
3784,open,bfd-control
3800,open,pwgpsi
3801,open,ibm-mgr
3809,open,apocd
3814,open,neto-dcs
3826,open,wormux
3827,open,netmpi
3828,open,neteh
3851,open,spectraport
3869,open,ovsam-mgmt
3871,open,avocent-adsap
3878,open,fotogcad
3880,open,igrs
3889,open,dandv-tester
3905,open,mupdate
3914,open,listcrt-port-2
3918,open,pktcablemmcops
3920,open,exasoftport1
3945,open,emcads
3971,open,lanrevserver
3986,open,mapper-ws_ethd
3995,open,iss-mgmt-ssl
3998,open,dnx
4000,open,remoteanything
4001,open,newoak
4002,open,mlchat-proxy
4003,open,pxc-splr-ft
4004,open,pxc-roid
4005,open,pxc-pin
4006,open,pxc-spvr
4045,open,lockd
4111,open,xgrid
4125,open,rww
4126,open,ddrepl
4129,open,nuauth
4224,open,xtell
4242,open,vrml-multi-use
4279,open,vrml-multi-use
4321,open,rwhois
4343,open,unicall
4443,open,pharos
4444,open,krb524
4445,open,upnotifyp
4446,open,n1-fwp
4449,open,privatewire
4550,open,gds-adppiw-db
4567,open,tram
4662,open,edonkey
4848,open,appserv-http
4899,open,radmin
4900,open,hfcs
4998,open,maybe-veritas
5000,open,upnp
5001,open,commplex-link
5002,open,rfe
5003,open,filemaker
5004,open,avt-profile-1
5009,open,airport-admin
5030,open,surfpass
5033,open,jtnetd-server
5050,open,mmcc
5051,open,ida-agent
5054,open,rlm-admin
5060,open,sip
5061,open,sip-tls
5080,open,onscreen
5087,open,biotic
5100,open,admd
5101,open,admdog
5102,open,admeng
5120,open,barracuda-bbs
5190,open,aol
5200,open,targus-getdata
5214,open,unknown
5221,open,3exmp
5222,open,xmpp-client
5225,open,hp-server
5226,open,hp-status
5269,open,xmpp-server
5280,open,xmpp-bosh
5298,open,presence
5357,open,wsdapi
5405,open,pcduo
5414,open,statusd
5431,open,park-agent
5432,open,postgresql
5440,open,unknown
5500,open,hotline
5510,open,secureidprop
5544,open,unknown
5550,open,sdadmind
5555,open,freeciv
5560,open,isqlplus
5566,open,westec-connect
5631,open,pcanywheredata
5633,open,beorl
5666,open,nrpe
5678,open,rrac
5679,open,activesync
5718,open,dpm
5730,open,unieng
5800,open,vnc-http
5801,open,vnc-http-1
5802,open,vnc-http-2
5810,open,unknown
5811,open,unknown
5815,open,unknown
5822,open,unknown
5825,open,unknown
5850,open,unknown
5859,open,wherehoo
5862,open,unknown
5877,open,unknown
5900,open,vnc
5901,open,vnc-1
5902,open,vnc-2
5903,open,vnc-3
5904,open,unknown
5906,open,unknown
5907,open,unknown
5910,open,cm
5911,open,cpdlc
5915,open,unknown
5922,open,unknown
5925,open,unknown
5950,open,unknown
5952,open,unknown
5959,open,unknown
5960,open,unknown
5961,open,unknown
5962,open,unknown
5963,open,indy
5987,open,wbem-rmi
5988,open,wbem-http
5989,open,wbem-https
5998,open,ncd-diag
5999,open,ncd-conf
6000,open,X11
6001,open,X11:1
6002,open,X11:2
6003,open,X11:3
6004,open,X11:4
6005,open,X11:5
6006,open,X11:6
6007,open,X11:7
6009,open,X11:9
6025,open,x11
6059,open,X11:59
6100,open,synchronet-db
6101,open,backupexec
6106,open,isdninfo
6112,open,dtspc
6123,open,backup-express
6129,open,unknown
6156,open,unknown
6346,open,gnutella
6389,open,clariion-evr01
6502,open,netop-rc
6510,open,mcer-port
6543,open,mythtv
6547,open,powerchuteplus
6565,open,unknown
6566,open,sane-port
6567,open,esp
6580,open,parsec-master
6646,open,unknown
6666,open,irc
6667,open,irc
6668,open,irc
6669,open,irc
6689,open,tsa
6692,open,unknown
6699,open,napster
6779,open,unknown
6788,open,smc-http
6789,open,ibm-db2-admin
6792,open,unknown
6839,open,unknown
6881,open,bittorrent-tracker
6901,open,jetstream
6969,open,acmsoda
7000,open,afs3-fileserver
7001,open,afs3-callback
7002,open,afs3-prserver
7004,open,afs3-kaserver
7007,open,afs3-bos
7019,open,doceri-ctl
7025,open,vmsvc-2
7070,open,realserver
7100,open,font-service
7103,open,unknown
7106,open,unknown
7200,open,fodms
7201,open,dlip
7402,open,rtps-dd-mt
7435,open,unknown
7443,open,oracleas-https
7496,open,unknown
7512,open,unknown
7625,open,unknown
7627,open,soap-http
7676,open,imqbrokerd
7741,open,scriptview
7777,open,cbt
7778,open,interwise
7800,open,asr
7911,open,unknown
7920,open,unknown
7921,open,unknown
7937,open,nsrexecd
7938,open,lgtomapper
7999,open,irdmi2
8000,open,http-alt
8001,open,vcom-tunnel
8002,open,teradataordbms
8007,open,ajp12
8008,open,http
8009,open,ajp13
8010,open,xmpp
8011,open,unknown
8021,open,ftp-proxy
8022,open,oa-system
8031,open,unknown
8042,open,fs-agent
8045,open,unknown
8080,open,http-proxy
8081,open,blackice-icecap
8082,open,blackice-alerts
8083,open,us-srv
8084,open,unknown
8085,open,unknown
8086,open,d-s-n
8087,open,simplifymedia
8088,open,radan-http
8089,open,unknown
8090,open,opsmessaging
8093,open,unknown
8099,open,unknown
8100,open,xprint-server
8180,open,unknown
8181,open,intermapper
8192,open,sophos
8193,open,sophos
8194,open,sophos
8200,open,trivnet1
8222,open,unknown
8254,open,unknown
8290,open,unknown
8291,open,unknown
8292,open,blp3
8300,open,tmi
8333,open,bitcoin
8383,open,m2mservices
8400,open,cvd
8402,open,abarsd
8443,open,https-alt
8500,open,fmtp
8600,open,asterix
8649,open,unknown
8651,open,unknown
8652,open,unknown
8654,open,unknown
8701,open,unknown
8800,open,sunwebadmin
8873,open,dxspider
8888,open,sun-answerbook
8899,open,ospf-lite
8994,open,unknown
9000,open,cslistener
9001,open,tor-orport
9002,open,dynamid
9003,open,unknown
9009,open,pichat
9010,open,sdr
9011,open,unknown
9040,open,tor-trans
9050,open,tor-socks
9071,open,unknown
9080,open,glrpc
9081,open,unknown
9090,open,zeus-admin
9091,open,xmltec-xmlmail
9099,open,unknown
9100,open,jetdirect
9101,open,jetdirect
9102,open,jetdirect
9103,open,jetdirect
9110,open,unknown
9111,open,DragonIDSConsole
9200,open,wap-wsp
9207,open,wap-vcal-s
9220,open,unknown
9290,open,unknown
9415,open,unknown
9418,open,git
9485,open,unknown
9500,open,ismserver
9502,open,unknown
9503,open,unknown
9535,open,man
9575,open,unknown
9593,open,cba8
9594,open,msgsys
9595,open,pds
9618,open,condor
9666,open,zoomcp
9876,open,sd
9877,open,unknown
9878,open,kca-service
9898,open,monkeycom
9900,open,iua
9917,open,unknown
9929,open,nping-echo
9943,open,unknown
9944,open,unknown
9968,open,unknown
9998,open,distinct32
9999,open,abyss
10000,open,snet-sensor-mgmt
10001,open,scp-config
10002,open,documentum
10003,open,documentum_s
10004,open,emcrmirccd
10009,open,swdtp-sv
10010,open,rxapi
10012,open,unknown
10024,open,unknown
10025,open,unknown
10082,open,amandaidx
10180,open,unknown
10215,open,unknown
10243,open,unknown
10566,open,unknown
10616,open,unknown
10617,open,unknown
10621,open,unknown
10626,open,unknown
10628,open,unknown
10629,open,unknown
10778,open,unknown
11110,open,sgi-soap
11111,open,vce
11967,open,sysinfo-sp
12000,open,cce4x
12174,open,unknown
12265,open,unknown
12345,open,netbus
13456,open,unknown
13722,open,netbackup
13782,open,netbackup
13783,open,netbackup
14000,open,scotty-ft
14238,open,unknown
14441,open,unknown
14442,open,unknown
15000,open,hydap
15002,open,onep-tls
15003,open,unknown
15004,open,unknown
15660,open,bex-xr
15742,open,unknown
16000,open,fmsas
16001,open,fmsascon
16012,open,unknown
16016,open,unknown
16018,open,unknown
16080,open,osxwebadmin
16113,open,unknown
16992,open,amt-soap-http
16993,open,amt-soap-https
17877,open,unknown
17988,open,unknown
18040,open,unknown
18101,open,unknown
18988,open,unknown
19101,open,unknown
19283,open,keysrvr
19315,open,keyshadow
19350,open,unknown
19780,open,unknown
19801,open,unknown
19842,open,unknown
20000,open,dnp
20005,open,btx
20031,open,unknown
20221,open,unknown
20222,open,ipulse-ics
20828,open,unknown
21571,open,unknown
22939,open,unknown
23502,open,unknown
24444,open,unknown
24800,open,unknown
25734,open,unknown
25735,open,unknown
26214,open,unknown
27000,open,flexlm0
27352,open,unknown
27353,open,unknown
27355,open,unknown
27356,open,unknown
27715,open,unknown
28201,open,unknown
30000,open,ndmps
30718,open,unknown
30951,open,unknown
31038,open,unknown
31337,open,Elite
32768,open,filenet-tms
32769,open,filenet-rpc
32770,open,sometimes-rpc3
32771,open,sometimes-rpc5
32772,open,sometimes-rpc7
32773,open,sometimes-rpc9
32774,open,sometimes-rpc11
32775,open,sometimes-rpc13
32776,open,sometimes-rpc15
32777,open,sometimes-rpc17
32778,open,sometimes-rpc19
32779,open,sometimes-rpc21
32780,open,sometimes-rpc23
32781,open,unknown
32782,open,unknown
32783,open,unknown
32784,open,unknown
32785,open,unknown
33354,open,unknown
33899,open,unknown
34571,open,unknown
34572,open,unknown
34573,open,unknown
35500,open,unknown
38292,open,landesk-cba
40193,open,unknown
40911,open,unknown
41511,open,unknown
42510,open,caerpc
44176,open,unknown
44442,open,coldfusion-auth
44443,open,coldfusion-auth
44501,open,unknown
45100,open,unknown
48080,open,unknown
49152,open,unknown
49153,open,unknown
49154,open,unknown
49155,open,unknown
49156,open,unknown
49157,open,unknown
49158,open,unknown
49159,open,unknown
49160,open,unknown
49161,open,unknown
49163,open,unknown
49165,open,unknown
49167,open,unknown
49175,open,unknown
49176,open,unknown
49400,open,compaqdiag
49999,open,unknown
50000,open,ibm-db2
50001,open,unknown
50002,open,iiimsf
50003,open,unknown
50006,open,unknown
50300,open,unknown
50389,open,unknown
50500,open,unknown
50636,open,unknown
